,season,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,month,year
290,winter,0,Thursday,1,Mist + Cloudy,21.8325,70.1667,7.375829,637,4111,4748,October,2018
291,winter,0,Friday,1,Light Snow,22.211299,89.5217,16.303713,254,2170,2424,October,2018
292,winter,0,Saturday,0,Clear,19.509153,63.625,28.292425,471,3724,4195,October,2018
293,winter,0,Sunday,0,Clear,17.5275,57.4167,14.833532,676,3628,4304,October,2018
294,winter,0,Monday,1,Clear,17.3225,62.9167,6.2086689,1499,2809,4308,October,2018
295,winter,0,Tuesday,1,Clear,17.288347,74.125,6.6673375,1619,2762,4381,October,2018
296,winter,0,Wednesday,1,Clear,18.996653,77.2083,7.959064,699,3488,4187,October,2018
297,winter,0,Thursday,1,Clear,19.338347,62.2917,11.166086,695,3992,4687,October,2018
298,winter,0,Friday,1,Mist + Cloudy,19.850847,72.0417,9.959014,404,3490,3894,October,2018
299,winter,0,Saturday,0,Mist + Cloudy,19.27,81.2917,13.250121,240,2419,2659,October,2018
300,winter,0,Sunday,0,Mist + Cloudy,13.564153,58.5833,15.375093,456,3291,3747,October,2018
301,winter,0,Monday,1,Light Snow,10.420847,88.25,23.541857,57,570,627,October,2018
302,winter,0,Tuesday,1,Clear,13.085847,62.375,11.833339,885,2446,3331,October,2018
303,winter,0,Wednesday,1,Clear,13.94,70.3333,7.12545,362,3307,3669,October,2018
304,winter,0,Thursday,1,Clear,16.434153,68.375,9.083257,410,3658,4068,November,2018
305,winter,0,Friday,1,Clear,15.4775,71.875,5.5001439,370,3816,4186,November,2018
306,winter,0,Saturday,0,Clear,16.741653,70.2083,9.166739,318,3656,3974,November,2018
307,winter,0,Sunday,0,Mist + Cloudy,16.536653,62.25,18.209193,470,3576,4046,November,2018
308,winter,0,Monday,1,Clear,13.393347,51.9167,12.667154,1156,2770,3926,November,2018
309,winter,0,Tuesday,1,Clear,14.281653,73.4583,6.1676314,952,2697,3649,November,2018
310,winter,0,Wednesday,1,Clear,16.195,75.875,3.834075,373,3662,4035,November,2018
311,winter,0,Thursday,1,Clear,16.741653,72.1667,4.6255125,376,3829,4205,November,2018
312,winter,0,Friday,1,Clear,16.4,75.8333,4.1671186,305,3804,4109,November,2018
313,winter,0,Saturday,0,Mist + Cloudy,15.58,81.3333,12.667489,190,2743,2933,November,2018
314,winter,1,Sunday,0,Clear,13.290847,44.625,21.083225,440,2928,3368,November,2018
315,winter,0,Monday,1,Clear,14.623347,55.2917,14.208154,1275,2792,4067,November,2018
316,winter,0,Tuesday,1,Clear,18.074153,45.8333,18.875307,1004,2713,3717,November,2018
317,winter,0,Wednesday,1,Clear,21.73,58.7083,20.541932,595,3891,4486,November,2018
318,winter,0,Thursday,1,Mist + Cloudy,21.73,68.875,13.375411,449,3746,4195,November,2018
319,winter,0,Friday,1,Light Snow,18.723347,93.0,9.167543,145,1672,1817,November,2018
320,winter,0,Saturday,0,Mist + Cloudy,14.008347,57.5833,20.459254,139,2914,3053,November,2018
321,winter,0,Sunday,0,Clear,11.240847,41.0,11.291711,245,3147,3392,November,2018
322,winter,0,Monday,1,Clear,13.495847,50.2083,15.041232,943,2720,3663,November,2018
323,winter,0,Tuesday,1,Mist + Cloudy,18.996653,68.4583,12.45865,787,2733,3520,November,2018
324,winter,0,Wednesday,1,Light Snow,18.3475,91.0,9.249618,220,2545,2765,November,2018
325,winter,0,Thursday,1,Light Snow,17.083347,96.25,7.959064,69,1538,1607,November,2018
326,winter,0,Friday,1,Mist + Cloudy,18.074153,75.7917,22.500275,112,2454,2566,November,2018
327,winter,1,Saturday,0,Clear,15.306653,54.9167,11.209368,560,935,1495,November,2018
328,winter,0,Sunday,0,Clear,15.375,64.375,6.6260186,1095,1697,2792,November,2018
329,winter,0,Monday,1,Clear,15.409153,68.1667,4.5841936,1249,1819,3068,November,2018
330,winter,0,Tuesday,1,Clear,18.825847,69.8333,13.999918,810,2261,3071,November,2018
331,winter,0,Wednesday,1,Clear,20.642598,74.3043,9.522174,253,3614,3867,November,2018
332,winter,0,Thursday,1,Mist + Cloudy,18.791653,83.0833,17.292164,96,2818,2914,November,2018
333,winter,0,Friday,1,Clear,13.325,61.3333,18.167586,188,3425,3613,November,2018
334,winter,0,Saturday,0,Clear,12.8125,52.4583,14.750586,182,3545,3727,December,2018
335,winter,0,Sunday,0,Clear,12.880847,62.5833,6.750518,268,3672,3940,December,2018
336,winter,0,Monday,1,Clear,12.265847,61.2917,6.4174811,706,2908,3614,December,2018
337,winter,0,Tuesday,1,Clear,13.564153,77.5833,5.6252061,634,2851,3485,December,2018
338,winter,0,Wednesday,1,Mist + Cloudy,15.819153,82.7083,4.1679561,233,3578,3811,December,2018
339,winter,0,Thursday,1,Light Snow,18.9625,94.9583,15.583061,126,2468,2594,December,2018
340,winter,0,Friday,1,Light Snow,16.81,97.0417,17.833725,50,655,705,December,2018
341,winter,0,Saturday,0,Clear,10.899153,58.0,16.083886,150,3172,3322,December,2018
342,winter,0,Sunday,0,Clear,11.924153,69.5833,5.5420189,261,3359,3620,December,2018
343,winter,0,Monday,1,Clear,11.275,50.75,15.625807,502,2688,3190,December,2018
344,winter,0,Tuesday,1,Clear,9.054153,49.0,4.4582939,377,2366,2743,December,2018
345,winter,0,Wednesday,1,Clear,9.771653,67.0833,4.25115,143,3167,3310,December,2018
346,winter,0,Thursday,1,Clear,11.5825,59.0,9.41685,155,3368,3523,December,2018
347,winter,0,Friday,1,Mist + Cloudy,13.0175,66.375,4.0842061,178,3562,3740,December,2018
348,winter,0,Saturday,0,Mist + Cloudy,17.3225,63.4167,17.958814,181,3528,3709,December,2018
349,winter,0,Sunday,0,Mist + Cloudy,15.375,50.0417,17.458525,178,3399,3577,December,2018
350,winter,0,Monday,1,Mist + Cloudy,10.591653,56.0833,16.292189,275,2464,2739,December,2018
351,winter,0,Tuesday,1,Clear,9.771653,58.625,11.375193,220,2211,2431,December,2018
352,winter,0,Wednesday,1,Clear,11.343347,63.75,11.584032,260,3143,3403,December,2018
353,winter,0,Thursday,1,Mist + Cloudy,15.819153,59.5417,4.1252436,216,3534,3750,December,2018
354,spring,0,Friday,1,Mist + Cloudy,17.561653,85.8333,14.8338,107,2553,2660,December,2018
355,spring,0,Saturday,0,Mist + Cloudy,17.356653,75.75,3.167425,227,2841,3068,December,2018
356,spring,0,Sunday,0,Clear,15.306653,68.625,18.374482,163,2046,2209,December,2018
357,spring,0,Monday,1,Clear,12.4025,54.25,12.750368,155,856,1011,December,2018
358,spring,0,Tuesday,1,Clear,11.266103,68.1304,10.391097,303,451,754,December,2018
359,spring,1,Wednesday,0,Clear,13.191299,50.6957,16.044155,430,887,1317,December,2018
360,spring,0,Thursday,1,Mist + Cloudy,13.325,76.25,12.62615,103,1059,1162,December,2018
361,spring,0,Friday,1,Clear,12.26433,50.3913,19.695387,255,2047,2302,December,2018
362,spring,0,Saturday,0,Clear,10.181653,57.4167,8.000604,254,2169,2423,December,2018
363,spring,0,Sunday,0,Clear,12.778347,63.6667,9.000579,491,2508,2999,December,2018
364,spring,0,Monday,1,Clear,16.81,61.5833,14.750318,665,1820,2485,December,2018
365,spring,0,Tuesday,1,Clear,15.17,69.25,12.875189,686,1608,2294,January,2019
366,spring,1,Wednesday,0,Clear,11.194763,38.1304,22.087555,244,1707,1951,January,2019
367,spring,0,Thursday,1,Clear,6.15,44.125,24.499957,89,2147,2236,January,2019
368,spring,0,Friday,1,Mist + Cloudy,4.4075,41.4583,12.3749,95,2273,2368,January,2019
369,spring,0,Saturday,0,Clear,10.899153,52.4167,8.709129,140,3132,3272,January,2019
370,spring,0,Sunday,0,Clear,13.700847,54.2083,11.249836,307,3791,4098,January,2019
371,spring,0,Monday,1,Clear,16.126653,53.1667,11.708786,1070,3451,4521,January,2019
372,spring,0,Tuesday,1,Clear,13.8375,46.5,12.833314,599,2826,3425,January,2019
373,spring,0,Wednesday,1,Mist + Cloudy,9.190847,70.1667,6.6263,106,2270,2376,January,2019
374,spring,0,Thursday,1,Clear,12.656536,64.6522,12.565984,173,3425,3598,January,2019
375,spring,0,Friday,1,Mist + Cloudy,11.240847,84.75,8.791807,92,2085,2177,January,2019
376,spring,0,Saturday,0,Mist + Cloudy,15.6825,80.2917,12.124789,269,3828,4097,January,2019
377,spring,0,Sunday,0,Clear,11.240847,50.75,25.333236,174,3040,3214,January,2019
378,spring,0,Monday,1,Clear,7.38,45.75,12.541261,333,2160,2493,January,2019
379,spring,0,Tuesday,1,Clear,6.833347,41.9167,16.834286,284,2027,2311,January,2019
380,spring,1,Wednesday,0,Clear,7.79,52.25,15.500986,217,2081,2298,January,2019
381,spring,0,Thursday,1,Mist + Cloudy,15.294763,71.6087,23.39171,127,2808,2935,January,2019
382,spring,0,Friday,1,Clear,12.436653,44.3333,27.833743,109,3267,3376,January,2019
383,spring,0,Saturday,0,Clear,7.79,49.75,14.750586,130,3162,3292,January,2019
384,spring,0,Sunday,0,Mist + Cloudy,8.9175,45.0,13.58425,115,3048,3163,January,2019
385,spring,0,Monday,1,Mist + Cloudy,7.106653,83.125,14.917014,67,1234,1301,January,2019
386,spring,0,Tuesday,1,Mist + Cloudy,6.6625,79.625,13.375746,196,1781,1977,January,2019
387,spring,0,Wednesday,1,Mist + Cloudy,8.951653,91.125,7.417436,145,2287,2432,January,2019
388,spring,0,Thursday,1,Clear,14.0425,83.5833,8.292389,439,3900,4339,January,2019
389,spring,0,Friday,1,Clear,12.060847,64.375,10.791757,467,3803,4270,January,2019
390,spring,0,Saturday,0,Mist + Cloudy,14.008347,76.9583,4.9175186,244,3831,4075,January,2019
391,spring,0,Sunday,0,Mist + Cloudy,17.425,74.125,22.958689,269,3187,3456,January,2019
392,spring,0,Monday,1,Clear,12.949153,54.3333,14.125543,775,3248,4023,January,2019
393,spring,0,Tuesday,1,Clear,11.5825,31.125,16.08335,558,2685,3243,January,2019
394,spring,0,Wednesday,1,Clear,11.035847,40.0833,14.458064,126,3498,3624,January,2019
395,spring,0,Thursday,1,Clear,15.99,41.6667,17.541739,324,4185,4509,January,2019
396,spring,0,Friday,1,Clear,19.235847,50.7917,12.667489,304,4275,4579,February,2019
397,spring,0,Saturday,0,Mist + Cloudy,16.365847,67.2917,12.541529,190,3571,3761,February,2019
398,spring,0,Sunday,0,Clear,12.846653,52.6667,11.959232,310,3841,4151,February,2019
399,spring,0,Monday,1,Mist + Cloudy,10.830847,77.9583,8.167032,384,2448,2832,February,2019
400,spring,0,Tuesday,1,Mist + Cloudy,10.899153,68.7917,11.791732,318,2629,2947,February,2019
401,spring,0,Wednesday,1,Clear,11.586969,62.2174,10.3046,206,3578,3784,February,2019
402,spring,0,Thursday,1,Clear,14.520847,49.625,9.874393,199,4176,4375,February,2019
403,spring,0,Friday,1,Mist + Cloudy,10.523347,72.2917,8.959307,109,2693,2802,February,2019
404,spring,0,Saturday,0,Clear,10.865,56.2083,13.000479,163,3667,3830,February,2019
405,spring,0,Sunday,0,Mist + Cloudy,11.514153,54.0,7.834243,227,3604,3831,February,2019
406,spring,0,Monday,1,Light Snow,9.190847,73.125,19.416332,192,1977,2169,February,2019
407,spring,0,Tuesday,1,Clear,5.2275,46.4583,27.417204,73,1456,1529,February,2019
408,spring,0,Wednesday,1,Clear,9.1225,41.125,11.207961,94,3328,3422,February,2019
409,spring,0,Thursday,1,Mist + Cloudy,13.085847,50.875,9.458993,135,3787,3922,February,2019
410,spring,0,Friday,1,Clear,14.281653,53.125,12.1672,141,4028,4169,February,2019
411,spring,0,Saturday,0,Mist + Cloudy,12.983347,75.2917,6.125475,74,2931,3005,February,2019
412,spring,0,Sunday,0,Clear,14.076653,63.4583,13.791682,349,3805,4154,February,2019
413,spring,0,Monday,1,Clear,14.213347,53.4583,12.792243,1435,2883,4318,February,2019
414,spring,0,Tuesday,1,Mist + Cloudy,11.48,51.5833,16.958504,618,2071,2689,February,2019
415,spring,1,Wednesday,0,Clear,11.48,50.7826,15.348561,502,2627,3129,February,2019
416,spring,0,Thursday,1,Clear,11.800866,59.4348,13.783039,163,3614,3777,February,2019
417,spring,0,Friday,1,Clear,16.229153,56.7917,15.709557,394,4379,4773,February,2019
418,spring,0,Saturday,0,Clear,18.620847,55.4583,12.791171,516,4546,5062,February,2019
419,spring,0,Sunday,0,Mist + Cloudy,16.7075,73.75,15.916989,246,3241,3487,February,2019
420,spring,0,Monday,1,Clear,11.924153,39.5833,28.250014,317,2415,2732,February,2019
421,spring,0,Tuesday,1,Clear,11.445847,41.0,13.750343,515,2874,3389,February,2019
422,spring,0,Wednesday,1,Clear,15.033347,49.0833,17.958211,253,4069,4322,February,2019
423,spring,0,Thursday,1,Clear,14.725847,39.5833,12.958939,229,4134,4363,February,2019
424,spring,0,Friday,1,Clear,19.919153,61.5417,15.208129,325,4665,4990,March,2019
425,spring,0,Saturday,0,Mist + Cloudy,14.486653,65.7083,9.708568,246,2948,3194,March,2019
426,spring,0,Sunday,0,Mist + Cloudy,16.980847,62.125,10.792293,956,3110,4066,March,2019
427,spring,0,Monday,1,Clear,13.359153,40.3333,22.416257,710,2713,3423,March,2019
428,spring,0,Tuesday,1,Clear,9.976653,50.625,15.333486,203,3130,3333,March,2019
429,spring,0,Wednesday,1,Clear,10.591653,45.6667,13.458625,221,3735,3956,March,2019
430,spring,0,Thursday,1,Clear,16.570847,51.3333,23.167193,432,4484,4916,March,2019
431,spring,0,Friday,1,Clear,21.6275,56.75,29.584721,486,4896,5382,March,2019
432,spring,0,Saturday,0,Mist + Cloudy,16.844153,40.7083,27.7916,447,4122,4569,March,2019
433,spring,0,Sunday,0,Clear,11.7875,35.0417,15.12525,968,3150,4118,March,2019
434,spring,0,Monday,1,Clear,14.831299,47.6957,14.913329,1658,3253,4911,March,2019
435,spring,0,Tuesday,1,Clear,19.133347,48.9167,13.916771,838,4460,5298,March,2019
436,spring,0,Wednesday,1,Clear,23.165,61.75,15.87565,762,5085,5847,March,2019
437,spring,0,Thursday,1,Clear,23.4725,50.7083,7.709154,997,5315,6312,March,2019
438,spring,0,Friday,1,Clear,22.8575,57.9583,10.042161,1005,5187,6192,March,2019
439,spring,0,Saturday,0,Mist + Cloudy,17.869153,84.2083,7.583864,548,3830,4378,March,2019
440,spring,0,Sunday,0,Mist + Cloudy,21.080847,75.5833,7.417168,3155,4681,7836,March,2019
441,spring,0,Monday,1,Mist + Cloudy,19.3725,81.0,8.501161,2207,3685,5892,March,2019
442,spring,0,Tuesday,1,Clear,22.345,72.875,10.875239,982,5171,6153,March,2019
443,spring,0,Wednesday,1,Clear,22.994153,80.7917,8.125157,1051,5042,6093,March,2019
444,summer,0,Thursday,1,Mist + Cloudy,21.798347,82.125,6.0004061,1122,5108,6230,March,2019
445,summer,0,Friday,1,Clear,22.720847,83.125,7.876654,1334,5537,6871,March,2019
446,summer,0,Saturday,0,Mist + Cloudy,24.668347,69.4167,7.7921,2469,5893,8362,March,2019
447,summer,0,Sunday,0,Mist + Cloudy,20.6025,88.5417,12.916461,1033,2339,3372,March,2019
448,summer,0,Monday,1,Mist + Cloudy,17.9375,88.0833,14.791925,1532,3464,4996,March,2019
449,summer,0,Tuesday,1,Clear,18.279153,47.7917,25.917007,795,4763,5558,March,2019
450,summer,0,Wednesday,1,Clear,13.256653,29.0,12.541864,531,4571,5102,March,2019
451,summer,0,Thursday,1,Clear,19.850847,48.125,19.541957,674,5024,5698,March,2019
452,summer,0,Friday,1,Clear,20.260847,43.9167,21.41655,834,5299,6133,March,2019
453,summer,0,Saturday,0,Mist + Cloudy,15.17,58.0833,9.250489,796,4663,5459,March,2019
454,summer,0,Sunday,0,Mist + Cloudy,17.390847,73.8333,16.791339,2301,3934,6235,March,2019
455,summer,0,Monday,1,Mist + Cloudy,17.459153,67.625,11.541889,2347,3694,6041,April,2019
456,summer,0,Tuesday,1,Clear,17.790433,50.4348,20.913313,1208,4728,5936,April,2019
457,summer,0,Wednesday,1,Clear,19.133347,39.6667,6.708911,1348,5424,6772,April,2019
458,summer,0,Thursday,1,Clear,22.208347,46.9583,12.125325,1058,5378,6436,April,2019
459,summer,0,Friday,1,Clear,17.835,37.4167,14.708443,1192,5265,6457,April,2019
460,summer,0,Saturday,0,Clear,16.536653,37.7083,20.125996,1807,4653,6460,April,2019
461,summer,0,Sunday,0,Clear,17.9375,25.4167,18.416357,3252,3605,6857,April,2019
462,summer,0,Monday,1,Clear,20.5,27.5833,15.583932,2230,2939,5169,April,2019
463,summer,0,Tuesday,1,Clear,20.055847,31.75,23.999132,905,4680,5585,April,2019
464,summer,0,Wednesday,1,Clear,18.313347,43.5,16.708125,819,5099,5918,April,2019
465,summer,0,Thursday,1,Clear,14.296536,46.9565,19.783358,482,4380,4862,April,2019
466,summer,0,Friday,1,Clear,16.2975,46.625,19.458743,663,4746,5409,April,2019
467,summer,0,Saturday,0,Clear,18.1425,40.8333,10.416557,1252,5146,6398,April,2019
468,summer,0,Sunday,0,Clear,20.295,50.2917,12.791439,2795,4665,7460,April,2019
469,summer,0,Monday,1,Clear,24.873347,50.7917,15.083643,2846,4286,7132,April,2019
470,summer,1,Tuesday,0,Clear,27.230847,56.1667,19.083543,1198,5172,6370,April,2019
471,summer,0,Wednesday,1,Clear,24.941653,39.0417,18.333143,989,5702,6691,April,2019
472,summer,0,Thursday,1,Mist + Cloudy,18.996653,56.9167,11.250104,347,4020,4367,April,2019
473,summer,0,Friday,1,Clear,20.431653,61.25,4.4172564,846,5719,6565,April,2019
474,summer,0,Saturday,0,Clear,21.593347,69.4583,10.041357,1340,5950,7290,April,2019
475,summer,0,Sunday,0,Clear,23.37,68.2917,19.000329,2541,4083,6624,April,2019
476,summer,0,Monday,1,Light Snow,16.263347,83.5417,23.084582,120,907,1027,April,2019
477,summer,0,Tuesday,1,Mist + Cloudy,13.188347,76.6667,20.334232,195,3019,3214,April,2019
478,summer,0,Wednesday,1,Clear,16.946653,45.4167,16.708661,518,5115,5633,April,2019
479,summer,0,Thursday,1,Clear,19.543347,42.7917,7.959064,655,5541,6196,April,2019
480,summer,0,Friday,1,Mist + Cloudy,20.431653,75.6667,11.833875,475,4551,5026,April,2019
481,summer,0,Saturday,0,Clear,18.7575,40.0833,23.291411,1014,5219,6233,April,2019
482,summer,0,Sunday,0,Mist + Cloudy,15.443347,48.9583,8.708325,1120,3100,4220,April,2019
483,summer,0,Monday,1,Clear,18.791653,58.7083,7.832836,2229,4075,6304,April,2019
484,summer,0,Tuesday,1,Mist + Cloudy,19.030847,57.0,11.499746,665,4907,5572,April,2019
485,summer,0,Wednesday,1,Mist + Cloudy,25.146653,65.9583,10.458432,653,5087,5740,May,2019
486,summer,0,Thursday,1,Clear,23.130847,79.7083,9.249886,667,5502,6169,May,2019
487,summer,0,Friday,1,Mist + Cloudy,22.96,76.8333,8.957632,764,5657,6421,May,2019
488,summer,0,Saturday,0,Clear,25.7275,73.5417,10.916846,1069,5227,6296,May,2019
489,summer,0,Sunday,0,Mist + Cloudy,25.488347,75.6667,10.250464,2496,4387,6883,May,2019
490,summer,0,Monday,1,Mist + Cloudy,23.0625,74.0,10.041893,2135,4224,6359,May,2019
491,summer,0,Tuesday,1,Mist + Cloudy,22.0375,66.4167,15.458307,1008,5265,6273,May,2019
492,summer,0,Wednesday,1,Mist + Cloudy,23.848347,68.5833,19.833943,738,4990,5728,May,2019
493,summer,0,Thursday,1,Mist + Cloudy,23.575,74.4167,14.499604,620,4097,4717,May,2019
494,summer,0,Friday,1,Clear,20.739153,55.2083,21.042221,1026,5546,6572,May,2019
495,summer,0,Saturday,0,Clear,21.866653,36.0417,15.874779,1319,5711,7030,May,2019
496,summer,0,Sunday,0,Clear,23.130847,48.0417,8.249911,2622,4807,7429,May,2019
497,summer,0,Monday,1,Clear,25.1125,57.625,15.082839,2172,3946,6118,May,2019
498,summer,0,Tuesday,1,Mist + Cloudy,23.506653,78.9583,14.250364,342,2501,2843,May,2019
499,summer,0,Wednesday,1,Mist + Cloudy,25.078347,79.4583,9.875264,625,4490,5115,May,2019
500,summer,0,Thursday,1,Clear,26.103347,69.7917,8.208304,991,6433,7424,May,2019
501,summer,0,Friday,1,Clear,24.326653,52.0,15.374825,1242,6142,7384,May,2019
502,summer,0,Saturday,0,Clear,23.130847,52.3333,9.166739,1521,6118,7639,May,2019
503,summer,0,Sunday,0,Clear,24.6,45.625,5.626325,3410,4884,8294,May,2019
504,summer,0,Monday,1,Clear,25.454153,53.0417,17.042589,2704,4425,7129,May,2019
505,summer,0,Tuesday,1,Mist + Cloudy,24.531653,81.125,15.624668,630,3729,4359,May,2019
506,summer,0,Wednesday,1,Mist + Cloudy,25.215,76.5833,7.917189,819,5254,6073,May,2019
507,summer,0,Thursday,1,Mist + Cloudy,25.488347,77.4583,6.834,766,4494,5260,May,2019
508,summer,0,Friday,1,Clear,26.855,71.6667,11.584032,1059,5711,6770,May,2019
509,summer,0,Saturday,0,Clear,27.88,74.7083,9.41685,1417,5317,6734,May,2019
510,summer,0,Sunday,0,Clear,28.3925,73.25,13.332464,2855,3681,6536,May,2019
511,summer,0,Monday,1,Clear,28.29,69.7083,14.416457,3283,3308,6591,May,2019
512,summer,1,Tuesday,0,Clear,29.2125,67.625,13.166907,2557,3486,6043,May,2019
513,summer,0,Wednesday,1,Clear,29.6225,68.4583,19.7918,880,4863,5743,May,2019
514,summer,0,Thursday,1,Mist + Cloudy,26.923347,67.0,9.000043,745,6110,6855,May,2019
515,summer,0,Friday,1,Clear,27.88,49.2917,13.083693,1100,6238,7338,May,2019
516,summer,0,Saturday,0,Mist + Cloudy,26.820847,75.5417,15.916721,533,3594,4127,June,2019
517,summer,0,Sunday,0,Clear,23.916653,54.9167,12.499654,2795,5325,8120,June,2019
518,summer,0,Monday,1,Clear,24.7025,49.3333,12.333829,2494,5147,7641,June,2019
519,summer,0,Tuesday,1,Clear,24.4975,48.7083,19.083811,1071,5927,6998,June,2019
520,summer,0,Wednesday,1,Mist + Cloudy,22.174153,61.3333,14.041525,968,6033,7001,June,2019
521,summer,0,Thursday,1,Clear,22.720847,61.125,5.167375,1027,6028,7055,June,2019
522,summer,0,Friday,1,Clear,24.7025,56.7083,10.54245,1038,6456,7494,June,2019
523,summer,0,Saturday,0,Clear,26.615847,46.7917,11.750661,1488,6248,7736,June,2019
524,summer,0,Sunday,0,Clear,29.144153,43.7083,9.667229,2708,4790,7498,June,2019
525,summer,0,Monday,1,Clear,29.793347,53.8333,8.959307,2224,4374,6598,June,2019
526,summer,0,Tuesday,1,Mist + Cloudy,29.554153,58.7917,13.916771,1017,5647,6664,June,2019
527,summer,0,Wednesday,1,Mist + Cloudy,26.786653,83.3333,14.374582,477,4495,4972,June,2019
528,summer,0,Thursday,1,Clear,26.889153,58.2083,22.999693,1173,6248,7421,June,2019
529,summer,0,Friday,1,Clear,26.581653,56.9583,17.000111,1180,6183,7363,June,2019
530,summer,0,Saturday,0,Clear,26.205847,58.9583,11.833339,1563,6102,7665,June,2019
531,summer,0,Sunday,0,Clear,25.898347,50.4167,11.166689,2963,4739,7702,June,2019
532,summer,0,Monday,1,Clear,24.2925,59.875,9.708568,2634,4344,6978,June,2019
533,summer,0,Tuesday,1,Mist + Cloudy,23.301653,77.7917,11.707982,653,4446,5099,June,2019
534,summer,0,Wednesday,1,Clear,28.221653,69.0,9.917139,968,5857,6825,June,2019
535,summer,0,Thursday,1,Clear,32.0825,59.2083,7.625404,872,5339,6211,June,2019
536,fall,0,Friday,1,Clear,33.039153,56.7917,7.958729,778,5127,5905,June,2019
537,fall,0,Saturday,0,Clear,31.8775,57.375,12.250414,964,4859,5823,June,2019
538,fall,0,Sunday,0,Clear,29.998347,53.4583,12.041307,2657,4801,7458,June,2019
539,fall,0,Monday,1,Clear,30.476653,47.9167,9.750175,2551,4340,6891,June,2019
540,fall,0,Tuesday,1,Clear,29.349153,50.4167,20.125661,1139,5640,6779,June,2019
541,fall,0,Wednesday,1,Clear,25.864153,37.3333,23.292014,1077,6365,7442,June,2019
542,fall,0,Thursday,1,Clear,28.5975,36.0,18.208925,1077,6258,7335,June,2019
543,fall,0,Friday,1,Clear,30.715847,42.25,11.50055,921,5958,6879,June,2019
544,fall,0,Saturday,0,Clear,34.200847,48.875,11.082939,829,4634,5463,June,2019
545,fall,0,Sunday,0,Clear,31.365,60.125,10.791757,1455,4232,5687,June,2019
546,fall,0,Monday,1,Clear,33.449153,51.875,11.291443,1421,4110,5531,July,2019
547,fall,0,Tuesday,1,Clear,32.048347,44.7083,13.082889,904,5323,6227,July,2019
548,fall,0,Wednesday,1,Clear,32.014153,49.2083,8.457879,1052,5608,6660,July,2019
549,fall,1,Thursday,0,Clear,32.355847,53.875,9.04165,2562,4841,7403,July,2019
550,fall,0,Friday,1,Clear,33.9275,45.7917,12.999943,1405,4836,6241,July,2019
551,fall,0,Saturday,0,Clear,33.961653,45.0833,9.791514,1366,4841,6207,July,2019
552,fall,0,Sunday,0,Clear,35.328347,49.2083,10.958118,1448,3392,4840,July,2019
553,fall,0,Monday,1,Clear,33.7225,57.375,8.417143,1203,3469,4672,July,2019
554,fall,0,Tuesday,1,Mist + Cloudy,29.144153,68.3333,12.125325,998,5571,6569,July,2019
555,fall,0,Wednesday,1,Mist + Cloudy,29.554153,66.75,10.166379,954,5336,6290,July,2019
556,fall,0,Thursday,1,Clear,29.383347,63.3333,10.166111,975,6289,7264,July,2019
557,fall,0,Friday,1,Clear,29.349153,52.9583,9.833925,1032,6414,7446,July,2019
558,fall,0,Saturday,0,Mist + Cloudy,29.998347,48.5833,5.41695,1511,5988,7499,July,2019
559,fall,0,Sunday,0,Mist + Cloudy,28.836653,69.9167,9.626493,2355,4614,6969,July,2019
560,fall,0,Monday,1,Clear,30.579153,71.7917,11.166689,1920,4111,6031,July,2019
561,fall,0,Tuesday,1,Clear,31.296653,64.5,11.000529,1088,5742,6830,July,2019
562,fall,0,Wednesday,1,Clear,33.551653,50.5833,7.666743,921,5865,6786,July,2019
563,fall,0,Thursday,1,Clear,32.526653,57.7083,9.208614,799,4914,5713,July,2019
564,fall,0,Friday,1,Clear,31.57,60.0417,11.083743,888,5703,6591,July,2019
565,fall,0,Saturday,0,Mist + Cloudy,27.299153,84.4167,14.000789,747,5123,5870,July,2019
566,fall,0,Sunday,0,Light Snow,24.429153,86.5417,14.2911,1264,3195,4459,July,2019
567,fall,0,Monday,1,Mist + Cloudy,27.3675,76.25,6.2926936,2544,4866,7410,July,2019
568,fall,0,Tuesday,1,Clear,30.408347,69.4167,9.291761,1135,5831,6966,July,2019
569,fall,0,Wednesday,1,Clear,30.784153,65.5,14.167418,1140,6452,7592,July,2019
570,fall,0,Thursday,1,Clear,29.690847,45.0,11.0416,1383,6790,8173,July,2019
571,fall,0,Friday,1,Clear,31.843347,59.6667,19.082471,1036,5825,6861,July,2019
572,fall,0,Saturday,0,Clear,32.048347,59.4583,10.250464,1259,5645,6904,July,2019
573,fall,0,Sunday,0,Clear,30.989153,61.3333,10.54245,2234,4451,6685,July,2019
574,fall,0,Monday,1,Clear,29.588347,62.375,11.416532,2153,4444,6597,July,2019
575,fall,0,Tuesday,1,Clear,29.964153,66.875,10.292339,1040,6065,7105,July,2019
576,fall,0,Wednesday,1,Clear,29.246653,70.4167,11.083475,968,6248,7216,July,2019
577,fall,0,Thursday,1,Clear,29.4175,67.75,9.458993,1074,6506,7580,August,2019
578,fall,0,Friday,1,Clear,30.8525,65.9583,8.666718,983,6278,7261,August,2019
579,fall,0,Saturday,0,Mist + Cloudy,31.399153,64.25,14.458064,1328,5847,7175,August,2019
580,fall,0,Sunday,0,Clear,32.526653,61.3333,17.249686,2345,4479,6824,August,2019
581,fall,0,Monday,1,Clear,31.535847,65.25,19.458207,1707,3757,5464,August,2019
